Name,R,HR,RBI,SB,AVG,Ovr,group
Sheldon Neuse,26.8,5.7,25.7,1.6,0.256,326.6,4
Victor Caratini,26.4,6.8,28.8,1.0,0.262,326.8,4
Victor Caratini,26.4,6.8,28.8,1.0,0.262,326.8,4
Randy Arozarena,16.6,3.7,14.7,4.8,0.256,331.2,7
Chance Sisco,34.6,10.4,34.5,1.6,0.239,332.8,4
Jake Fraley,20.0,5.4,19.8,5.5,0.244,333.4,7
Orlando Arcia,18.9,4.8,20.1,3.1,0.251,334.0,7
Harold Ramirez,17.2,4.1,17.5,1.5,0.275,334.4,7
Ryan McBroom,27.7,7.3,26.1,1.2,0.254,334.4,7
Adeiny Hechavarria,22.1,4.3,22.5,2.4,0.253,335.4,7
Adeiny Hechavarria,22.1,4.3,22.5,2.4,0.253,335.4,7
Matt Beaty,18.0,4.4,18.5,1.4,0.27399999999999997,335.6,7
Matt Beaty,18.0,4.4,18.5,1.4,0.27399999999999997,335.6,7
Jon Jay,24.6,2.6,23.6,1.9,0.263,336.2,7
Brandon Drury,35.9,9.3,34.1,1.4,0.24100000000000002,336.4,7
Brandon Drury,35.9,9.3,34.1,1.4,0.24100000000000002,336.4,7
Willians Astudillo,16.1,3.9,16.6,1.1,0.295,338.2,7
Chad Pinder,28.0,8.4,27.3,1.2,0.249,338.6,7
Chad Pinder,28.0,8.4,27.3,1.2,0.249,338.6,7
Jay Bruce,31.9,14.1,38.0,1.3,0.235,340.8,7
Magneuris Sierra,15.1,1.9,14.6,7.0,0.255,342.0,7
Robinson Chirinos,40.3,13.2,40.6,1.7,0.218,342.8,7
Delino DeShields,27.8,3.4,20.7,11.8,0.23199999999999998,344.2,7
Yolmer Sanchez,22.1,3.0,21.1,3.2,0.249,344.4,7
Cole Tucker,18.6,3.3,18.2,5.3,0.248,345.0,7
Scott Heineman,18.7,3.8,16.1,3.2,0.251,348.2,7
Roman Quinn,17.9,4.0,19.2,8.0,0.24,349.2,7
Bubba Starling,25.9,5.4,25.2,3.7,0.237,350.2,7
Mike Zunino,44.2,16.7,45.2,1.3,0.203,350.6,7
Daniel Vogelbach,43.7,16.7,45.0,0.7,0.231,351.8,7
Roberto Perez,43.8,14.1,47.1,1.0,0.21899999999999997,352.6,7
Kevin Plawecki,28.1,5.9,27.0,1.4,0.24600000000000002,352.8,7
Jason Castro,42.4,12.0,42.9,1.3,0.22,354.4,7
Matt Joyce,31.1,9.0,28.2,1.5,0.237,355.2,7
Yan Gomes,31.9,10.5,36.1,1.1,0.237,355.8,7
Josh Harrison,18.7,4.4,19.8,2.9,0.245,356.4,7
Myles Straw,17.0,0.8,12.6,6.6,0.261,357.4,7
Austin Allen,30.4,8.3,32.0,1.0,0.242,358.8,7
Jorge Mateo,22.8,3.7,19.4,7.2,0.233,361.0,7
Austin Slater,18.3,4.0,16.5,2.2,0.251,361.2,7
Francisco Cervelli,29.5,6.7,28.5,2.0,0.23600000000000002,361.4,7
Ryon Healy,21.0,8.3,25.6,0.5,0.258,361.6,7
Daniel Johnson,12.4,3.2,12.0,2.3,0.265,361.6,7
Brock Holt,21.2,3.5,20.3,2.0,0.249,361.6,7
Brad Miller,24.2,8.1,24.8,1.9,0.239,362.4,7
Jonathan Lucroy,25.9,5.7,27.0,0.7,0.255,362.4,7
Ben Gamel,16.8,3.0,15.4,1.9,0.259,363.6,7
Brendan Rodgers,13.1,3.6,14.8,0.9,0.28,363.8,7
Monte Harrison,19.4,5.9,20.0,6.7,0.225,365.8,7
Michael A. Taylor,16.3,4.6,18.2,6.0,0.23600000000000002,366.4,7
Josh VanMeter,14.2,3.9,13.5,2.9,0.25,366.4,7
Martin Maldonado,41.6,11.1,43.2,1.0,0.22,366.8,7
Jordy Mercer,24.9,5.4,23.0,0.9,0.252,368.0,7
Manny Pina,25.1,7.0,27.2,1.1,0.244,368.4,7
Jake Lamb,27.3,8.6,28.4,1.6,0.233,370.0,7
Jake Lamb,27.3,8.6,28.4,1.6,0.233,370.0,7
Josh Fuentes,14.9,3.9,16.8,1.1,0.261,372.4,7
Alec Bohm,13.4,4.3,15.4,1.0,0.266,375.0,1
Dominic Smith,22.0,7.0,23.1,1.4,0.242,376.4,1
Isiah Kiner-Falefa,19.4,2.4,14.7,2.7,0.249,376.4,1
Isiah Kiner-Falefa,19.4,2.4,14.7,2.7,0.249,376.4,1
Dominic Smith,22.0,7.0,23.1,1.4,0.242,376.4,1
Austin Hedges,28.4,11.4,33.0,1.5,0.212,376.8,1
Jared Oliva,10.7,1.9,10.0,4.4,0.255,377.8,1
Ildemaro Vargas,12.5,1.9,11.8,1.2,0.28,379.8,1
Steve Wilkerson,21.3,4.4,20.0,2.9,0.235,380.6,1
Ehire Adrianza,17.2,2.8,15.4,1.5,0.256,381.0,1
Ehire Adrianza,17.2,2.8,15.4,1.5,0.256,381.0,1
Ehire Adrianza,17.2,2.8,15.4,1.5,0.256,381.0,1
Wilmer Difo,15.7,2.3,14.8,3.4,0.24600000000000002,382.0,1
Pablo Sandoval,19.2,6.5,20.5,0.8,0.25,382.4,1
Pablo Sandoval,19.2,6.5,20.5,0.8,0.25,382.4,1
Ke’Bryan Hayes,13.2,2.5,12.6,2.3,0.255,382.6,1
Thairo Estrada,13.8,3.1,13.2,1.9,0.253,383.2,1
Ty France,15.1,4.9,16.1,0.7,0.26,386.2,1
Ty France,15.1,4.9,16.1,0.7,0.26,386.2,1
Billy Hamilton,20.7,1.7,16.5,14.0,0.22699999999999998,386.8,1
Rafael Ortega,12.7,2.5,13.0,2.8,0.251,386.8,1
Mike Ford,18.8,6.7,19.2,0.4,0.255,388.8,1
Tim Beckham,19.3,5.8,20.4,1.5,0.24100000000000002,389.4,1
Austin Barnes,23.8,5.1,23.4,2.7,0.225,389.4,1
Ronny Rodriguez,12.7,4.3,14.7,1.7,0.247,391.4,1
Ronny Rodriguez,12.7,4.3,14.7,1.7,0.247,391.4,1
Seth Brown,21.6,6.2,23.1,1.8,0.23199999999999998,391.8,1
Hernan Perez,12.0,3.3,13.0,2.4,0.248,393.2,1
Hernan Perez,12.0,3.3,13.0,2.4,0.248,393.2,1
Erik Gonzalez,14.1,2.9,16.0,2.9,0.243,393.2,1
Curt Casali,25.5,7.7,27.4,1.0,0.235,393.4,1
James McCann,22.8,6.3,23.9,1.3,0.237,394.0,1
Marco Hernandez,12.0,1.4,10.3,1.7,0.268,394.2,1
Matt Wieters,21.5,7.3,23.8,1.4,0.233,394.4,1
Jesus Aguilar,25.4,9.4,26.4,0.4,0.242,394.8,1
Mark Trumbo,25.5,9.8,29.0,0.6,0.237,397.0,1
Jake Cave,14.7,3.5,14.1,0.9,0.257,397.4,1
Greg Garcia,23.0,2.8,19.2,1.9,0.24100000000000002,397.6,1
Alex Avila,30.9,7.8,30.2,1.2,0.214,397.6,1
Austin Dean,10.7,3.1,11.1,0.9,0.26899999999999996,397.6,1
Jed Lowrie,28.7,7.3,29.4,0.7,0.23600000000000002,398.0,1
Juan Lagares,17.4,3.2,16.5,2.6,0.24,398.2,1
Luis Rengifo,13.3,2.3,11.3,2.7,0.248,399.2,1
Steve Pearce,26.8,7.6,26.3,0.8,0.23600000000000002,399.6,1
Luke Maile,21.5,4.6,22.3,2.8,0.217,400.8,1
Anthony Alford,16.8,3.2,14.7,6.1,0.225,400.8,1
Harold Castro,11.5,1.6,10.6,1.6,0.264,401.0,1
Harold Castro,11.5,1.6,10.6,1.6,0.264,401.0,1
Billy McKinney,20.9,6.4,20.2,1.2,0.239,401.2,1
Yonathan Daza,8.0,1.1,8.1,1.6,0.301,401.2,1
Tyler Flowers,28.2,7.9,29.7,0.7,0.23199999999999998,402.6,1
Sandy Leon,25.7,6.2,26.1,1.6,0.217,403.6,1
Neil Walker,21.9,5.9,20.5,0.8,0.242,404.6,1
Neil Walker,21.9,5.9,20.5,0.8,0.242,404.6,1
Garrett Stubbs,18.1,3.0,17.3,3.3,0.23199999999999998,404.8,1
Odubel Herrera,10.7,2.8,10.5,1.2,0.26,405.4,1
Tyler Wade,15.4,2.1,13.0,4.2,0.23800000000000002,406.4,1
Josh Naylor,11.4,3.1,11.0,0.7,0.266,407.6,1
Adam Engel,18.4,3.6,15.7,4.0,0.222,408.0,1
Daniel Descalso,24.6,5.3,22.6,1.9,0.21600000000000003,408.2,1
Kyle Farmer,16.8,4.0,18.0,2.0,0.23600000000000002,408.4,1
Kyle Higashioka,25.4,9.4,28.9,0.9,0.222,408.6,1
Michael Perez,23.1,6.0,23.4,1.3,0.23,408.8,1
Greg Bird,24.0,9.0,24.7,0.9,0.228,409.2,1
Isaac Paredes,12.1,2.4,10.8,0.8,0.265,414.4,1
Domingo Leyba,13.0,2.8,13.2,0.8,0.258,414.8,1
Max Stassi,25.1,6.8,25.4,1.4,0.20800000000000002,415.8,1
Charlie Culberson,15.6,3.7,16.6,1.7,0.23800000000000002,416.2,1
Sam Travis,13.2,3.4,13.1,1.2,0.247,417.4,1
Aaron Hicks,14.8,4.6,13.6,1.5,0.239,418.0,1
Lewis Brinson,15.2,4.5,16.5,2.8,0.218,418.2,1
Jung Ho Kang,17.8,6.8,19.9,0.9,0.237,420.0,1
Jonathan Davis,15.5,3.0,13.5,3.4,0.22699999999999998,422.6,1
Jacoby Ellsbury,14.3,2.2,13.0,2.8,0.23800000000000002,424.8,1
Chris Davis,26.0,10.8,26.9,0.7,0.198,425.6,1
Carlos Gonzalez,16.2,5.6,17.8,1.3,0.23199999999999998,425.8,1
Drew Butera,14.7,3.2,15.3,0.9,0.245,428.6,1
Elias Diaz,9.4,1.8,9.9,0.3,0.284,428.6,1
C.J. Chatham,9.6,1.1,8.4,1.0,0.273,429.0,1
Clint Frazier,11.8,3.7,12.1,1.0,0.247,429.2,1
Christian Arroyo,13.6,3.1,13.1,1.0,0.247,431.0,1
Adolis Garcia,12.4,4.5,13.2,2.3,0.226,431.8,2
Mark Reynolds,20.8,6.5,20.8,1.2,0.214,432.0,1
Matt Adams,21.7,9.7,25.1,0.4,0.22399999999999998,436.4,2
Cameron Gallagher,13.0,2.4,12.6,0.9,0.249,436.8,2
Taylor Ward,11.4,3.2,11.0,1.4,0.24100000000000002,437.6,2
Richard Urena,14.7,2.5,13.0,1.2,0.242,438.4,2
LaMonte Wade,10.4,1.6,8.5,1.1,0.257,439.2,2
Andrew Knizner,8.9,2.4,9.6,0.6,0.263,439.2,2
Logan Forsythe,19.6,4.2,18.2,1.0,0.231,441.2,2
Logan Forsythe,19.6,4.2,18.2,1.0,0.231,441.2,2
Luis Guillorme,11.3,1.6,10.4,1.2,0.25,442.8,2
Luke Raley,10.7,2.7,10.2,0.9,0.249,443.4,2
Kevin Cron,11.0,4.6,12.6,0.5,0.247,443.8,2
Pablo Reyes,7.0,1.8,7.5,1.5,0.253,443.8,2
Santiago Espinal,8.9,1.2,7.8,1.5,0.253,445.4,2
Dylan Moore,11.2,2.7,10.1,3.9,0.222,446.0,2
Dylan Moore,11.2,2.7,10.1,3.9,0.222,446.0,2
Richie Martin,11.3,1.8,9.4,3.1,0.23399999999999999,447.4,2
Tomas Nido,19.5,5.0,21.5,0.7,0.226,447.8,2
Vimael Machin,14.7,1.7,12.5,1.1,0.245,448.6,2
Sean Rodriguez,16.3,5.1,15.9,1.5,0.20800000000000002,450.2,2
J.T. Riddle,10.4,2.8,11.1,0.9,0.24600000000000002,450.4,2
Jeff Mathis,19.6,3.4,18.7,1.5,0.196,452.6,2
Yonder Alonso,14.3,4.3,14.4,0.3,0.244,453.0,2
Matt Thaiss,13.6,3.6,13.3,0.7,0.24100000000000002,453.4,2
Dustin Pedroia,8.9,1.4,8.0,0.7,0.265,453.6,2
Tim Lopes,7.0,1.1,6.0,2.8,0.25,454.0,2
Dustin Fowler,9.9,2.3,9.1,1.7,0.24,454.4,2
Zack Cozart,13.4,3.2,12.1,0.6,0.244,455.4,2
Welington Castillo,11.8,4.2,13.5,0.4,0.243,456.8,2
Russell Martin,17.5,4.9,17.6,0.8,0.22399999999999998,457.8,2
Daniel Robertson,14.4,2.6,12.2,1.2,0.237,458.4,2
Daniel Robertson,14.4,2.6,12.2,1.2,0.237,458.4,2
Tyler Nevin,6.5,1.4,6.4,0.5,0.282,458.8,2
Brandon Dixon,10.1,3.1,11.2,1.2,0.23800000000000002,459.2,2
Brandon Dixon,10.1,3.1,11.2,1.2,0.23800000000000002,459.2,2
Kevan Smith,8.6,1.8,8.5,0.5,0.26,459.2,2
Justin Williams,8.9,2.6,9.2,0.7,0.25,460.4,2
Adam Duvall,14.2,5.7,16.7,0.5,0.233,460.6,2
Edward Olivares,8.2,1.8,8.2,2.7,0.237,462.0,2
Dustin Garneau,18.8,5.1,19.5,0.8,0.207,465.0,2
Grayson Greiner,18.0,4.3,18.3,0.6,0.225,466.0,2
Addison Russell,9.0,2.4,9.2,0.6,0.25,466.6,2
Addison Russell,9.0,2.4,9.2,0.6,0.25,466.6,2
Troy Stokes Jr,9.2,2.5,8.9,1.9,0.231,468.6,2
Abraham Toro-Hernandez,8.6,2.0,8.1,0.6,0.253,469.8,2
Chris Owings,6.8,1.5,7.0,1.6,0.247,470.8,2
Bobby Dalbec,10.0,3.4,10.0,0.7,0.24100000000000002,471.8,2
Josh Ockimey,15.6,4.5,14.5,0.6,0.228,471.8,2
Cristian Pache,6.9,1.4,6.9,1.1,0.254,473.0,2
Josh Phegley,12.8,3.7,14.1,0.8,0.23,475.2,2
Corey Ray,9.6,3.0,10.0,2.3,0.209,475.8,2
Nick Heath,8.0,1.1,6.8,5.9,0.228,476.0,2
Adrian Sanchez,5.9,0.8,5.8,1.3,0.26,476.0,2
Danny Mendick,7.5,1.6,6.8,1.4,0.244,476.6,2
Hanley Ramirez,10.3,3.5,10.5,0.6,0.24,477.4,2
Rangel Ravelo,6.9,1.7,7.0,0.3,0.265,477.6,2
Leonys Martin,9.3,2.3,8.0,1.9,0.231,478.2,2
Rob Brantly,9.9,2.2,10.3,0.5,0.24600000000000002,478.6,2
Breyvic Valera,7.2,1.1,6.1,1.1,0.255,478.6,2
Kelvin Gutierrez,6.1,1.2,5.8,1.1,0.258,479.0,2
Luis Barrera,5.7,0.8,5.2,1.5,0.256,484.0,2
Andrew Velazquez,7.2,1.4,6.8,2.0,0.24,484.0,2
Travis Jankowski,8.5,0.9,6.3,2.9,0.23800000000000002,484.2,2
Cedric Mullins,7.6,1.5,6.1,2.2,0.239,484.2,2
Nick Gordon,6.0,0.7,5.2,1.4,0.256,485.8,2
Meibrys Viloria,10.6,1.7,10.1,0.7,0.242,486.4,2
Daz Cameron,8.6,1.9,7.8,2.1,0.226,486.4,2
Tyler Austin,10.9,3.9,11.3,0.9,0.22399999999999998,487.2,2
Nick Williams,8.4,2.9,9.4,0.5,0.243,487.2,2
Tyler Austin,10.9,3.9,11.3,0.9,0.22399999999999998,487.2,2
Rylan Bannon,7.6,1.5,6.8,0.8,0.249,487.2,2
Ramon Urias,7.6,1.8,7.4,0.6,0.249,487.4,2
Nick Delmonico,10.0,2.9,10.0,0.7,0.237,488.0,2
Yermin Mercedes,6.0,1.9,6.5,0.3,0.257,492.8,2
Seth Beer,5.8,1.9,6.6,0.2,0.26,496.4,0
Rajai Davis,6.5,1.2,6.0,2.6,0.237,497.6,0
Mark Mathias,8.7,1.7,8.2,1.4,0.23,498.6,0
Jonathan Arauz,9.7,1.6,8.6,1.1,0.23600000000000002,499.4,0
Jose Siri,7.3,2.0,7.3,2.5,0.21100000000000002,499.4,0
Kyle Garlick,11.3,3.9,12.3,0.6,0.22,500.4,0
Edmundo Sosa,6.5,1.4,6.2,0.6,0.253,502.0,0
Andrew Stevenson,5.7,0.8,5.5,1.3,0.251,502.0,0
Luis Alexander Basabe,8.8,1.7,7.7,1.8,0.217,502.2,0
Jake Noll,6.4,1.4,6.6,0.6,0.253,503.0,0
Kevin Kramer,7.6,1.6,7.6,1.1,0.239,503.6,0
Derek Dietrich,9.4,2.9,9.3,0.4,0.23800000000000002,504.2,0
Derek Dietrich,9.4,2.9,9.3,0.4,0.23800000000000002,504.2,0
Tres Barrera,8.1,1.7,8.5,0.5,0.243,505.4,0
Donnie Walton,6.1,0.9,5.3,1.1,0.25,505.8,0
Bradley Zimmer,7.0,1.7,6.3,1.7,0.231,506.0,0
Charlie Tilson,5.1,0.6,4.5,1.0,0.26,506.2,0
Alex Kirilloff,3.9,0.8,3.7,0.4,0.27699999999999997,506.6,0
Jorge Bonifacio,8.8,2.6,8.8,0.7,0.23399999999999999,506.6,0
Tzu-Wei Lin,7.0,0.7,5.7,1.2,0.247,507.0,0
Yusniel Diaz,5.8,1.4,5.4,0.7,0.252,507.4,0
John Hicks,9.6,2.9,10.8,0.6,0.228,508.6,0
John Hicks,9.6,2.9,10.8,0.6,0.228,508.6,0
Brian O’Grady,7.4,2.4,7.1,1.4,0.222,509.0,0
Travis Blankenhorn,6.3,1.5,6.1,0.7,0.247,509.6,0
David Freitas,6.1,1.2,6.2,0.3,0.257,511.0,0
Bobby Bradley,9.5,4.0,10.4,0.2,0.23199999999999998,511.4,0
Vidal Brujan,4.1,0.5,3.5,2.2,0.248,511.8,0
Juan Centeno,8.1,1.0,7.4,0.5,0.248,512.8,0
Tyler Heineman,6.7,1.4,6.9,0.7,0.24600000000000002,513.4,0
Erick Mejia,5.9,0.6,5.2,1.7,0.243,513.4,0
Derek Hill,6.4,1.4,5.9,2.2,0.231,514.0,0
Abiatal Avelino,5.5,1.1,5.6,1.5,0.243,514.2,0
Rusney Castillo,3.1,0.6,2.8,0.4,0.27899999999999997,516.4,0
Jake Cronenworth,5.1,0.7,4.6,1.0,0.253,518.6,0
Jack Mayfield,8.8,2.4,8.8,0.7,0.228,518.6,0
Sergio Alcantara,7.8,0.6,6.2,1.3,0.239,519.0,0
Andrew Knapp,11.3,2.5,11.3,0.6,0.214,519.4,0
Kean Wong,5.5,0.8,5.3,0.8,0.252,520.8,0
Peter Bourjos,8.0,1.6,7.7,1.1,0.22699999999999998,523.0,0
Deivi Grullon,8.7,3.4,10.1,0.2,0.231,524.6,0
Scott Schebler,8.6,2.9,8.9,0.6,0.222,525.6,0
Eli White,7.3,1.2,6.4,1.4,0.23,526.0,0
Robel Garcia,7.9,3.1,8.5,0.6,0.222,527.2,0
Jacob Robson,3.7,0.7,3.3,1.1,0.251,527.8,0
Drew Waters,3.8,0.7,3.7,0.7,0.257,528.8,0
Brendan McKay,8.6,2.8,8.6,0.6,0.21600000000000003,529.0,0
Tyler White,8.1,2.2,8.3,0.3,0.23600000000000002,529.8,0
Raudy Read,6.4,1.9,7.2,0.4,0.24100000000000002,530.2,0
Daulton Varsho,2.4,0.7,2.7,0.5,0.268,530.2,0
Ryan McKenna,5.4,1.0,4.8,1.3,0.242,531.8,0
Jonah Heim,8.4,1.5,8.1,0.4,0.23800000000000002,532.2,0
Mark Payton,5.7,1.7,5.8,0.7,0.24100000000000002,532.4,0
Joey Bart,6.1,1.9,6.8,0.7,0.23600000000000002,533.2,0
Andy Young,5.8,1.8,6.0,0.3,0.244,533.6,0
Jose Trevino,6.6,1.5,6.8,0.6,0.239,534.2,0
Chris Iannetta,9.3,2.9,9.7,0.3,0.21600000000000003,534.2,0
Edwin Rios,7.3,2.9,8.6,0.4,0.228,534.4,0
Marcus Wilson,6.1,1.5,5.9,1.0,0.23399999999999999,536.2,0
Rene Rivera,8.6,3.4,9.9,0.3,0.21100000000000002,537.2,0
Pat Valaika,7.6,2.4,7.6,0.5,0.226,537.6,0
Oneil Cruz,4.9,1.1,4.9,0.9,0.245,537.8,0
Chris Shaw,6.1,2.1,6.9,0.3,0.239,538.4,0
Jarred Kelenic,3.7,1.2,3.7,0.8,0.247,538.8,5
Arquimedes Gamboa,7.4,0.9,6.4,2.0,0.191,540.0,5
Michael Hermosillo,6.6,1.7,6.0,1.3,0.215,540.2,5
Jose Briceno,7.5,2.1,8.0,0.9,0.203,540.4,5
Leody Taveras,5.0,0.7,4.4,1.6,0.239,540.4,5
Dom Nunez,7.0,2.2,7.5,0.7,0.22399999999999998,540.8,5
Devon Travis,2.6,0.6,2.5,0.3,0.263,543.8,5
Zach McKinstry,5.8,1.2,5.7,0.7,0.24100000000000002,544.2,5
Bryan Holaday,4.8,1.2,4.9,0.3,0.252,544.8,5
Joe McCarthy,7.8,1.6,7.1,0.8,0.217,544.8,5
Tyrone Taylor,6.6,1.8,6.8,0.7,0.225,548.4,5
Yu-Cheng Chang,7.4,1.8,6.7,0.6,0.228,548.6,5
Andres Gimenez,4.8,0.9,4.6,2.0,0.228,549.2,5
Alex Jackson,8.3,3.4,9.7,0.2,0.207,549.8,5
Keibert Ruiz,5.3,1.0,5.5,0.2,0.249,552.8,5
Jesus Sanchez,4.7,1.2,4.8,0.5,0.244,554.2,5
Skye Bolt,6.7,1.4,6.1,1.1,0.214,555.8,5
Trevor Larnach,2.0,0.4,1.8,0.1,0.266,557.0,5
Humberto Arteaga,2.3,0.2,2.0,0.4,0.257,559.4,5
Jared Walsh,6.2,2.0,6.3,0.1,0.237,560.2,5
Patrick Wisdom,6.3,2.3,6.3,0.7,0.203,560.8,5
Lewin Diaz,5.1,1.8,5.6,0.2,0.24,562.0,5
Matt Kemp,4.0,1.4,4.3,0.1,0.248,563.0,5
Eric Haase,6.7,2.7,7.8,0.3,0.209,563.4,5
Wander Franco,3.1,0.5,2.7,0.6,0.249,563.6,5
Luis Torrens,5.8,1.2,6.1,0.3,0.239,565.6,5
Caleb Joseph,7.2,1.7,7.4,0.4,0.214,566.6,5
Yadiel Hernandez,1.1,0.3,1.1,0.1,0.266,566.8,5
Austin Wynns,5.7,1.2,5.6,0.2,0.24100000000000002,566.8,5
Chris Herrmann,7.1,1.9,7.2,0.4,0.20800000000000002,568.2,5
Blake Rutherford,5.5,1.0,5.0,0.7,0.235,568.8,5
Jake Rogers,6.5,2.1,6.9,0.4,0.21,569.2,5
Lucius Fox,4.8,0.4,3.8,2.1,0.215,569.8,5
Nolan Jones,4.3,1.1,3.9,0.3,0.244,570.4,5
Dairon Blanco,2.4,0.4,2.2,1.0,0.242,570.4,5
Wyatt Mathisen,5.7,1.7,5.7,0.3,0.23399999999999999,571.2,5
Drew Robinson,5.4,1.4,5.3,1.2,0.204,571.6,5
Taylor Jones,6.5,1.6,6.0,0.2,0.231,572.2,5
Braden Bishop,5.7,1.0,4.8,0.7,0.23199999999999998,572.6,5
Gordon Beckham,5.7,1.2,5.3,0.6,0.231,573.2,5
Will Craig,5.2,1.6,5.4,0.3,0.235,574.8,5
Seby Zavala,6.5,2.1,7.0,0.3,0.207,575.0,5
Kevin Padlo,5.8,1.7,5.4,0.7,0.215,575.0,5
Sam Haggerty,4.4,0.5,3.9,1.8,0.215,576.0,5
Jazz Chisholm,4.8,1.6,4.9,1.0,0.212,577.0,5
Kahlil Lee,2.7,0.5,2.3,1.2,0.237,577.0,5
Jacob Nottingham,5.7,1.6,6.1,0.7,0.207,579.4,5
Gilberto Celestino,5.5,1.0,5.0,0.8,0.22399999999999998,582.0,5
Cheslor Cuthbert,3.0,0.9,3.1,0.1,0.247,583.8,9
Cheslor Cuthbert,3.0,0.9,3.1,0.1,0.247,583.8,9
Tyler Stephenson,4.9,1.1,5.0,0.2,0.239,586.0,9
Alex Blandino,6.4,1.2,5.5,0.4,0.225,587.4,9
Elehuris Montero,5.0,1.3,5.1,0.3,0.23199999999999998,587.8,9
Zack Collins,6.2,1.8,5.7,0.2,0.215,588.0,9
Estevan Florial,5.3,1.3,5.0,1.0,0.20199999999999999,588.2,9
Jorge Ona,5.1,1.3,5.0,0.4,0.22899999999999998,588.4,9
Micker Adolfo,5.5,1.4,5.2,0.5,0.217,591.2,9
DJ Peters,5.8,1.8,5.9,0.2,0.213,592.2,9
Ben Deluzio,1.1,0.1,1.0,0.4,0.248,592.6,9
Josh Lowe,3.2,0.8,3.0,0.9,0.226,594.8,9
Heliot Ramos,2.9,0.8,2.9,0.4,0.239,594.8,9
Logan Morrison,3.4,1.4,3.7,0.1,0.23800000000000002,596.8,9
Royce Lewis,1.8,0.3,1.7,0.4,0.242,598.4,9
Anderson Tejeda,4.6,1.1,4.3,1.0,0.20199999999999999,599.0,9
Zack Short,5.5,1.2,5.1,0.6,0.209,600.2,9
William Contreras,4.7,0.9,4.9,0.2,0.23600000000000002,600.8,9
Phil Gosselin,1.5,0.3,1.5,0.1,0.247,603.0,9
Taylor Trammell,3.0,0.6,2.7,0.8,0.226,603.2,9
Brent Rooker,1.6,0.5,1.5,0.1,0.245,603.2,9
Chas McCormick,1.5,0.3,1.3,0.2,0.244,604.2,9
Brandon Marsh,1.8,0.3,1.5,0.3,0.243,604.4,9
John Ryan Murphy,5.1,1.6,5.6,0.2,0.212,605.2,9
Jonathan India,3.2,0.8,3.1,0.4,0.23199999999999998,605.8,9
Jeison Guzman,4.1,0.4,3.6,1.1,0.205,608.0,9
Anthony Bemboom,5.7,1.1,5.5,0.4,0.21,608.6,9
Matt Reynolds,1.6,0.2,1.4,0.2,0.243,609.8,9
Alek Thomas,2.9,0.6,2.8,0.5,0.23199999999999998,609.8,9
Ronaldo Hernandez,4.4,1.1,4.5,0.5,0.213,613.4,9
Mike Freeman,1.6,0.2,1.4,0.2,0.242,616.0,9
Nick Martini,2.3,0.3,1.6,0.1,0.24100000000000002,617.4,9
Donnie Dewees,1.2,0.3,1.2,0.2,0.24100000000000002,618.0,9
Jace Peterson,1.0,0.2,0.9,0.2,0.242,619.2,9
Esteban Quiroz,2.7,0.7,2.6,0.2,0.23399999999999999,620.0,9
Jahmai Jones,3.1,0.4,2.6,0.6,0.22399999999999998,620.2,9
Chad Wallach,4.7,1.2,4.9,0.3,0.207,620.8,9
Austin Jackson,1.6,0.2,1.4,0.2,0.24,621.4,9
Andrew Vaughn,4.6,1.2,4.3,0.3,0.212,622.2,9
Laz Rivera,0.5,0.1,0.5,0.1,0.244,622.6,9
Sherten Apostel,4.8,1.2,4.5,0.3,0.20199999999999999,625.6,9
Julio Rodriguez,2.7,0.7,2.7,0.2,0.23,627.0,9
Ali Sanchez,4.1,0.6,4.2,0.3,0.223,627.0,9
Miguel Amaya,4.6,1.2,4.9,0.2,0.203,628.2,9
Jeter Downs,1.6,0.4,1.5,0.3,0.231,630.4,9
Erik Kratz,1.8,0.5,1.9,0.1,0.233,635.0,15
Jett Bandy,2.7,0.8,2.8,0.2,0.223,635.0,15
Christian Lopes,1.4,0.2,1.3,0.3,0.23199999999999998,638.2,15
J.J. Bleday,2.8,0.8,3.0,0.2,0.20800000000000002,645.4,15
Aramis Garcia,2.4,0.8,2.6,0.1,0.21,647.2,15
Josh Jung,2.5,0.5,2.3,0.3,0.2,648.8,15
Blake Swihart,1.5,0.4,1.4,0.2,0.212,655.0,15
Beau Taylor,1.7,0.3,1.5,0.1,0.215,660.0,15
Rocky Gale,1.4,0.2,1.4,0.1,0.221,660.2,15
Keon Broxton,0.9,0.3,0.9,0.4,0.192,662.0,15
Lucas Duda,0.8,0.3,0.8,0.0,0.225,662.8,15
Ronnie Dawson,1.3,0.3,1.2,0.3,0.203,664.0,15
Ian Rice,1.1,0.3,1.2,0.1,0.209,668.0,15
Christian Kelley,1.3,0.3,1.3,0.1,0.207,668.0,15
Oscar Hernandez,1.0,0.3,1.1,0.1,0.207,670.2,15
Austin Bossart,1.0,0.2,1.0,0.1,0.209,671.6,15
